date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:29	36601/36601	---M--	200	added ('OK')	application/x-gzip	etag:%228ef9-2c5576aea7c00%22	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/TeX/pgp2.texi.gz	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/TeX/pgp2.texi.gz	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/TeX/)
11:35:29	2128/2128	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2010:35:30%20GMT	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/OLD/vax-vms/?C=D;O=A	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/OLD/vax-vms/index30b5.html	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/OLD/vax-vms/)
11:35:29	8418/8418	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2010:35:30%20GMT	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=N;O=A	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/indexb70a.html	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=N;O=D)
11:35:30	76659/76659	---M--	200	added ('OK')	application/zip	etag:%2212b73-2eda73781dc00%22	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/pgp26dc-brazilian-word20.zip	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/pgp26dc-brazilian-word20.zip	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/)
11:35:30	91430/91430	---M--	200	added ('OK')	application/zip	etag:%2216526-2ef1150a69c00%22	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/pgp26dc-brazilian-word60.zip	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/pgp26dc-brazilian-word60.zip	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/)
11:35:30	8418/8418	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2010:35:30%20GMT	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=M;O=D	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/index72c9.html	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=M;O=A)
11:35:30	77199/77199	---M--	200	added ('OK')	application/zip	etag:%2212d8f-2eda73781dc00%22	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/pgp26dc-brazilian.zip	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/pgp26dc-brazilian.zip	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/brazilian/)
11:35:30	8418/8418	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2010:35:31%20GMT	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=S;O=D	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/index5851.html	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=S;O=A)
11:35:30	8418/8418	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2010:35:31%20GMT	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=D;O=D	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/indexad3f.html	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/?C=D;O=A)
11:35:31	29879/29879	---M--	200	added ('OK')	application/x-gzip	etag:%2274b7-2ef1150a69c00%22	https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/german/german1.txt.gz	D:/My%20Web%20Sites/test/ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/german/german1.txt.gz	(from https://ftp.arnes.si/packages/crypto-tools/ftp.ox.ac.uk/pgp/doc/german/)
